n_shot,seed,train_size,val_size,test_size,accuracy,precision_binary,recall_binary,f1_binary,roc_auc,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,best_val_f1
4,4096,8,8,20088,0.545400238948626,0.5541352944609818,0.8641121325202512,0.67524893314367,0.5311113551734039,0.5244449737956347,0.5123769101234373,0.4588918852845092,0.5272325058931479,0.545400238948626,0.47920497729279155,0.7272727272727273
4,5120,8,8,20088,0.44568896853843093,0.4686706181202371,0.10075543824519888,0.16585512023372537,0.44197829687285034,0.45539852689224747,0.4813382352651449,0.37523488273563543,0.45660232705170856,0.445589406610912,0.3555510625266499,0.0
4,6144,8,8,20088,0.5451513341298287,0.586985141997367,0.5681259670519705,0.5774016002960085,0.5555348862662326,0.5425405929999527,0.5427708178299079,0.5424868416462527,0.5467133538227885,0.5451513341298287,0.5457648800180885,0.2857142857142857
8,42,16,16,20072,0.5469808688720605,0.5469808688720605,1.0,0.7071591897201378,0.4771700914837497,0.27349043443603027,0.5,0.3535795948600689,0.2991880709120343,0.5469808688720605,0.3868025480239833,0.6666666666666666
8,123,16,16,20072,0.5317855719410124,0.5472363310427248,0.8341378996265598,0.6608934112722812,0.5090409345207556,0.5007683003730256,0.5004297768230677,0.45240969839559353,0.5051345172842976,0.5317855719410124,0.4719991903488335,0.7619047619047619
8,456,16,16,20072,0.47200079713033083,0.5141730526002529,0.6294744512250661,0.566011466011466,0.4364245431128944,0.4503454616040022,0.4556698111178668,0.44600496984114385,0.4563428129700309,0.47200079713033083,0.45728098876189055,0.25
8,789,16,16,20072,0.5465823037066561,0.5947145450877547,0.5370252299845159,0.5643995596611305,0.5649811778376137,0.5471603833924696,0.5475734310045751,0.5458224487828275,0.5516286550623235,0.5465823037066561,0.547567986403218,0.75
8,1024,16,16,20072,0.5122060581905141,0.6405584477046853,0.24656161763366427,0.356067083196317,0.5752271612741747,0.5592669810150336,0.5397550197483179,0.48173457211261383,0.5669052684889616,0.5122060581905141,0.4699266364760985,0.0
8,2048,16,16,20072,0.5351235552012754,0.5441633615607246,0.9247654613352765,0.6851570671795391,0.47966459107064086,0.4800024728595702,0.49471529417803084,0.39854122512874357,0.4860311414571379,0.5351235552012754,0.4254721477128309,0.7272727272727273
8,3072,16,16,20072,0.45296931048226385,0.42857142857142855,0.00027324892977502506,0.0005461496450027307,0.5195611034600943,0.44077462532483713,0.49991667505325216,0.3119885559940495,0.43962799175185346,0.45296931048226385,0.28272488628628234,0.0
8,4096,16,16,20072,0.5452371462734157,0.5540564219379709,0.8640131159486292,0.6751601423487544,0.5309228809061682,0.5241598775685559,0.512223660003686,0.4586698235218088,0.5269714560694809,0.5452869669190913,0.4790160599705913,0.7368421052631579
8,5120,16,16,20072,0.5064766839378239,0.5399508526323628,0.6604426632662356,0.594149459193707,0.4866975130741334,0.4893793101036268,0.49050946536236006,0.48231875603305074,0.49413110012002753,0.5064766839378239,0.492826563235173,0.7368421052631579
8,6144,16,16,20072,0.5918692706257473,0.6018714818334674,0.7498861462792604,0.6677751642468975,0.6010649516181913,0.5861695904396493,0.5754819491981368,0.569390617122803,0.587644967440882,0.5918692706257473,0.5786350001377514,0.7368421052631579
16,42,32,32,20040,0.5347305389221557,0.5512411680110049,0.804159445407279,0.6541029826383736,0.5109495467497909,0.5103623680430611,0.5067398527025379,0.47182442639995487,0.5142095445270702,0.5347305389221557,0.48897898513576615,0.7368421052631579
16,123,32,32,20040,0.5289920159680639,0.551134075962958,0.7491562528504971,0.6350666924415233,0.5126429499343245,0.5079531804493653,0.5061193845501797,0.4855249044339167,0.5120170112347264,0.5289920159680639,0.4995985477563891,0.7027027027027027
